Archetype,Recency,Frequency,Average_Order_Value,Average_Session_Duration,Cart_Abandonment_Rate,Product_Views_per_Session,Last_Used_Platform,Total_Spend_Last_Year,Customer_Support_Interactions_Score
Potential High-Value,56,3,247.29,21477,,11,Web,613.59,6.81
Loyal Low-Spenders,19,11,29.35,7626,,1,Mobile App,348.28,5.64
Champions,4,25,200.59,8967,0.0003,4,Mobile App,5527.72,4.42
At-Risk,299,4,49.52,3804,0.4734,0,Web,187.3,6.02
Loyal Low-Spenders,17,13,31.01,7339,0.0128,5,Web,430.41,9.06
Champions,5,25,212.56,,0.0018,1,Web,6143.37,4.22
Window Shoppers,72,0,0,35131,0.9395,25,Mobile App,0,4.45
Loyal Low-Spenders,21,14,37.76,6853,0.0118,7,Web,544.32,5.66
Champions,8,25,199.89,,0.0002,1,Web,4705.67,4.59
Window Shoppers,57,0,0,38172,0.9903,29,Web,0,5.7
Loyal Low-Spenders,20,17,27.07,9278,0.0259,4,Web,426.83,6.81
Potential High-Value,60,1,291.1,25488,0.304,13,Tablet,367.69,6.05
Window Shoppers,72,1,5.74,37753,0.9938,23,Tablet,5.11,4.88
At-Risk,265,1,44.72,4214,0.5633,3,Web,43.03,2.93
Loyal Low-Spenders,18,16,27.74,6783,0.0079,2,Mobile App,519.52,6.67
Potential High-Value,56,5,306.95,22207,0.2029,13,Web,1313.07,5.16
Window Shoppers,61,0,0,31217,0.9025,22,Mobile App,0,8.65
Potential High-Value,56,4,351.3,18583,0.4413,18,Web,1363.26,6.85
Loyal Low-Spenders,14,14,28.71,8711,0.0334,3,Tablet,403.8,7.08
Loyal Low-Spenders,21,14,33.03,6683,0.0262,4,Web,482.68,6.97
Window Shoppers,91,0,0,40632,0.9517,26,Mobile App,0,3.31
Window Shoppers,55,0,0,37340,0.8259,21,Tablet,0,4.94
At-Risk,255,1,34.6,3867,0.5449,2,Mobile App,36.32,3.58
Window Shoppers,70,0,0,36067,0.9741,30,Web,0,
At-Risk,258,1,48.71,2543,0.4407,4,Web,40.76,7.59
Potential High-Value,65,1,290.2,22946,0.3432,27,Web,296.56,6.75
Champions,9,21,196.42,6342,0.0076,3,Web,4279.53,8.62
Champions,11,36,219.51,7140,0.0045,2,Mobile App,6706.99,5.78
Champions,8,18,181.78,6678,0.0069,4,Web,3327.75,4.38
At-Risk,308,3,57.61,3276,0.5808,4,Mobile App,192.19,4.24
At-Risk,288,0,49.43,2451,0.5754,3,Mobile App,0,5.32
Loyal Low-Spenders,20,15,27.86,9946,0.0121,5,Mobile App,403.44,4.56
Potential High-Value,62,2,329.25,22239,0.2933,14,Web,643.63,0.82
Loyal Low-Spenders,21,12,30.08,6841,0.019,5,Mobile App,403.22,7.4
At-Risk,274,0,47.8,6472,0.5198,0,Web,0,5.05
Champions,8,19,217.89,7444,0.0132,5,Mobile App,4268.26,4.67
At-Risk,283,0,53.69,3316,0.5884,0,Mobile App,0,4.31
Potential High-Value,60,2,304.35,27444,0.4565,17,Mobile App,709.2,4.91
Loyal Low-Spenders,16,23,31.71,11200,0.0454,3,Web,649.01,4.16
Window Shoppers,76,0,0,37768,0.919,19,Tablet,0,7.94
Window Shoppers,69,0,0,33719,0.9387,22,Mobile App,0,3.37
Window Shoppers,105,0,0,,0.9795,25,Web,0,6.86
Window Shoppers,66,0,0,38168,0.9425,29,Web,0,6.67
Potential High-Value,58,1,281.88,22106,0.3153,13,Web,257.18,4.43
At-Risk,257,1,63.92,5115,0.5088,3,Mobile App,55.33,1.6
Potential High-Value,57,2,347.4,20736,0.3272,15,Web,672.58,5
Loyal Low-Spenders,21,17,26.97,7582,,5,Tablet,446.09,5.58
At-Risk,302,1,61.71,2706,0.512,3,Mobile App,50.86,6.73
Potential High-Value,51,2,287.21,23578,0.3238,17,Web,577.64,3.58
Champions,8,34,204.38,7594,0.0005,4,Web,7573.4,5.09
At-Risk,273,0,51.29,2421,0.4852,3,Mobile App,0,4.09
Loyal Low-Spenders,21,15,25.31,10857,0.0668,5,Mobile App,390.69,2.5
At-Risk,279,3,48.79,5167,0.4011,0,Web,151.94,4.04
Loyal Low-Spenders,19,17,38.76,10747,0.0194,5,Mobile App,730.94,3.95
Window Shoppers,87,0,0,31342,0.9538,21,Web,0,6.1
Loyal Low-Spenders,22,19,33.87,9332,0.0071,3,Mobile App,685.18,3.64
Loyal Low-Spenders,19,14,30.72,10746,0.0434,3,Web,436.09,5.28
Champions,7,22,206.75,7080,0.0007,3,Tablet,4405.18,4.43
Potential High-Value,55,2,322.19,23708,0.3124,18,Web,578.86,5.48
Potential High-Value,59,1,250.35,23814,0.2105,14,Web,264.3,1.08
Champions,10,16,191.68,7515,0.0206,2,Web,2866.24,3.76
Loyal Low-Spenders,20,21,26.64,9237,0.0057,6,Web,553.56,1.84
Window Shoppers,77,0,0,31875,0.977,24,Mobile App,0,1.29
At-Risk,271,0,55.65,3848,0.4241,1,Web,0,3.44
Loyal Low-Spenders,20,13,30.08,8281,0.0226,2,Tablet,453.97,8.87
Loyal Low-Spenders,18,16,26.39,7707,0.0329,3,Web,439.15,5.33
Potential High-Value,55,3,300.54,22805,0.3631,9,Mobile App,888.35,5.88
Window Shoppers,103,0,0,35404,0.9414,21,Mobile App,0,6.88
At-Risk,271,2,52.39,3216,0.6571,1,Web,104.66,7.76
Loyal Low-Spenders,19,17,23.76,8234,0.0053,4,Mobile App,397.77,4.57
Loyal Low-Spenders,15,21,30.02,9418,0.0024,2,Web,453.5,
Loyal Low-Spenders,21,14,28.39,7346,0.01,3,Web,416.2,2.52
At-Risk,266,0,50.34,3317,0.642,0,Tablet,0,2.68
Champions,6,26,201,6968,0.0094,4,Web,4581.23,
At-Risk,289,0,53.36,4090,,0,Web,0,4.31
Champions,12,20,219.23,7798,0.0181,4,Mobile App,4262.2,6.69
At-Risk,276,0,57.87,5447,0.403,2,Web,0,4.43
Champions,8,19,206.92,7934,0.0016,2,Mobile App,4168.41,4.66
Window Shoppers,90,0,0,35398,0.9877,18,Mobile App,0,0.38
At-Risk,268,0,47.03,4933,0.3225,3,Mobile App,0,0.87
Window Shoppers,80,0,0,33040,0.9554,21,Tablet,0,4.77
Champions,7,19,174.52,8886,0.0203,1,Web,3449.59,7.09
At-Risk,252,1,50.52,,0.5294,1,Web,46.06,5.09
Champions,8,32,210.12,7634,0,2,Web,6165.18,3.95
At-Risk,264,1,65.73,4406,0.6299,2,Mobile App,67.08,4.28
At-Risk,293,0,39.77,5246,0.452,1,Mobile App,0,4.91
Loyal Low-Spenders,22,16,27,5780,0.027,3,Mobile App,458.66,3.36
Loyal Low-Spenders,22,16,29.68,9430,0.0134,3,Mobile App,477.87,5
Potential High-Value,58,2,310.89,22194,0.3229,16,Mobile App,726.52,3.59
At-Risk,268,0,43.64,4218,0.4543,2,Mobile App,0,8.33
Champions,9,33,196.83,7144,0.0074,2,Web,6683.01,6.33
Window Shoppers,89,0,0,37095,0.9661,23,Web,0,6.94
At-Risk,264,0,54.63,4253,0.4188,1,Web,0,2.52
Loyal Low-Spenders,22,20,32.45,9301,0.0028,2,Web,672.33,2.57
Loyal Low-Spenders,21,13,27.83,7926,0.0048,7,Tablet,366.77,6.96
Champions,7,24,229.22,7462,0.0477,1,Mobile App,6042.65,6.34
At-Risk,284,2,50.13,4966,0.5259,2,Web,108.08,6.17
Loyal Low-Spenders,21,11,26.17,11138,0.106,2,Mobile App,267.64,4.27
At-Risk,263,2,55.49,4357,0.4068,3,Mobile App,121.22,1.66
Loyal Low-Spenders,19,16,23.38,9425,0.0132,6,Web,448.65,7.51
Loyal Low-Spenders,20,13,29.56,10397,0.0142,5,Mobile App,423.64,5.51
Champions,8,39,225.92,6748,0.0067,4,Mobile App,8326.55,6.76
Window Shoppers,79,0,0,34934,0.9349,25,Mobile App,0,5.24
Loyal Low-Spenders,22,18,27.46,11104,0.0007,1,Mobile App,379.32,3.11
Potential High-Value,64,2,325.98,24753,0.3679,22,Mobile App,655.09,5.44
At-Risk,225,0,47.52,5004,0.5084,2,Mobile App,0,
Potential High-Value,55,1,226.26,,0.2229,18,Web,225.25,6.14
Window Shoppers,66,0,0,32735,0.9563,27,Mobile App,0,4.17
Window Shoppers,95,0,0,34335,0.9055,20,Web,0,2.49
Champions,9,32,199.96,5914,0.0083,2,Web,6495.9,4.24
At-Risk,270,1,37.15,4224,0.5447,0,Tablet,38.54,1.58
At-Risk,234,1,59.24,2509,0.5452,1,Mobile App,63.12,5.65
Loyal Low-Spenders,20,15,27.15,10439,0.0288,6,Web,427.08,4.91
At-Risk,269,2,49.39,4014,0.364,4,Mobile App,105.04,5.19
Potential High-Value,65,3,265.01,17418,0.4021,14,Web,812.1,7.2
Loyal Low-Spenders,14,20,28.32,8196,0.0103,4,Web,594.16,1.84
Loyal Low-Spenders,21,21,29.65,10914,0.0115,2,Web,608.46,3.87
Window Shoppers,91,0,0,36274,0.9187,23,Web,0,4.45
Window Shoppers,66,0,0,31398,0.9297,29,Web,0,3.86
Loyal Low-Spenders,23,21,29.34,9552,0.0388,2,Mobile App,665.65,7.22
Potential High-Value,60,2,293.72,21425,0.3794,14,Web,502.23,
Champions,7,19,211.89,6869,0.0019,1,Tablet,4403.98,3.97
At-Risk,249,0,46.89,5311,0.5428,1,Mobile App,0,3.41
Loyal Low-Spenders,20,18,27.7,12620,0.0306,2,Web,497.14,7.51
Potential High-Value,70,3,256.14,24277,0.4426,22,Mobile App,757,7.76
Window Shoppers,71,0,0,38713,0.934,19,Mobile App,0,6.05
Window Shoppers,73,0,0,35720,0.9747,29,Web,0,6.18
Champions,6,27,185.13,7280,0.0095,1,Mobile App,4629.21,3.16
Potential High-Value,58,1,307.95,24476,0.2428,15,Web,293.8,4.86
Potential High-Value,50,3,303.87,26684,0.459,9,Mobile App,927.49,4.32
Loyal Low-Spenders,17,13,28.89,9954,0.0392,3,Tablet,390.39,5.51
Loyal Low-Spenders,17,16,23.65,8850,,2,Mobile App,389.15,6.77
At-Risk,291,3,44.06,5198,0.6581,0,Mobile App,116.5,3.39
Champions,7,30,210.31,6390,0.0114,2,Mobile App,6665.24,2.01
At-Risk,253,1,49.74,4928,0.3514,2,Web,48.06,0.88
Potential High-Value,66,2,287.59,22984,0.4382,18,Web,627.46,2.81
Loyal Low-Spenders,22,18,30.11,9374,0.0117,5,Web,593.73,4.36
Window Shoppers,76,0,0,34260,0.9598,19,Mobile App,0,2.54
Loyal Low-Spenders,21,16,24.54,9146,0.0156,3,Web,305.97,6.45
Champions,8,28,208.69,8165,0.0011,2,Mobile App,6939.56,4.81
At-Risk,256,0,51.04,4873,0.4673,0,Mobile App,0,7.56
Loyal Low-Spenders,22,15,21.76,7940,0.0592,3,Web,295.18,4.86
Loyal Low-Spenders,22,22,29.47,9279,0.0086,2,Web,682.7,4.95
Potential High-Value,63,1,315.91,23533,0.2898,17,Web,300.51,3.79
At-Risk,298,0,38.66,4952,0.52,0,Mobile App,0,4.73
Loyal Low-Spenders,21,15,31.95,8902,0.0438,2,Web,574.93,6.35
Champions,7,22,200.08,7678,0.0131,1,Mobile App,4356.73,6.06
Loyal Low-Spenders,23,14,29.9,9706,0.0055,3,Web,439.95,1.76
Loyal Low-Spenders,19,13,29.66,9651,0.0045,3,Tablet,416.26,
At-Risk,226,0,52.17,3730,0.514,3,Web,0,5.6
Window Shoppers,86,0,0,36297,0.925,32,Tablet,0,5.2
Loyal Low-Spenders,21,16,29.72,10038,0.0124,3,Mobile App,419.17,5.81
Champions,9,28,215.85,7470,,3,Web,6169.74,6.7
Window Shoppers,76,0,0,,0.9706,41,Tablet,0,6.39
Window Shoppers,89,0,0,37550,0.9514,24,Tablet,0,6.23
Loyal Low-Spenders,22,25,32.49,7099,0.0283,6,Mobile App,755.49,1.56
Loyal Low-Spenders,23,20,25.87,8373,0.002,2,Web,545.15,7.16
At-Risk,279,1,63.81,4153,0.4656,2,Web,66.47,7.66
Champions,10,34,200.84,5999,0.0018,1,Mobile App,8244.04,4.92
Potential High-Value,57,2,301.09,23143,0.3096,17,Web,605.15,6.75
Window Shoppers,83,0,0,32086,0.9481,25,Tablet,0,6.17
Window Shoppers,59,0,0,42151,0.9058,25,Web,0,5.52
Potential High-Value,57,2,316.13,20017,0.5042,16,Mobile App,454.45,0.71
Champions,5,24,230.26,6218,0.0001,1,Web,4683.55,8.47
Window Shoppers,100,0,0,37538,0.9574,22,Mobile App,0,3.78
Potential High-Value,44,4,313.42,21775,0.423,18,Mobile App,1219.63,4.65
Loyal Low-Spenders,19,15,26.63,9835,0.0503,3,Mobile App,386.56,4.7
At-Risk,285,2,45.33,5673,0.493,1,Mobile App,79.91,5.66
At-Risk,274,2,54.53,6630,0.4127,2,Web,101.08,4.12
Window Shoppers,69,0,0,32370,0.9255,24,Web,0,6.95
Potential High-Value,64,1,295.22,25316,0.292,10,Web,242.26,1.96
Potential High-Value,54,5,330.59,20719,0.2472,12,Mobile App,1573.97,2.83
Window Shoppers,81,0,0,37167,0.9011,24,Web,0,2.68
At-Risk,278,1,46.17,4258,0.4831,0,Mobile App,43.01,4.68
Potential High-Value,68,4,310.83,24234,0.3195,19,Web,1400.83,8.36
Window Shoppers,83,0,0,33190,0.9713,28,Web,0,4.9
Window Shoppers,88,0,0,36629,0.9553,26,Web,0,2.92
Window Shoppers,76,0,0,35550,0.9919,15,Web,0,7.73
Potential High-Value,55,4,303.15,22138,0.2522,19,Mobile App,1238.97,6.68
At-Risk,290,0,38.44,6201,0.4231,1,Web,0,7.16
Window Shoppers,87,0,0,,0.9536,29,Mobile App,0,6.8
At-Risk,296,0,52.51,5066,0.4523,2,Mobile App,0,6.69
Window Shoppers,74,0,0,31626,0.9588,22,Mobile App,0,6.36
Window Shoppers,85,0,0,38093,0.9572,25,Web,0,8.97
Potential High-Value,50,6,247.25,23957,0.1558,14,Web,1560.16,
Window Shoppers,59,0,0,34494,0.9411,19,Mobile App,0,3.39
Potential High-Value,64,1,265.15,20107,0.4169,16,Web,270.56,3.95
At-Risk,274,1,50.35,,0.4397,2,Web,50.55,3.36
Loyal Low-Spenders,18,19,28.32,9845,0.0353,1,Mobile App,514.65,1.05
Potential High-Value,60,1,277.82,22822,0.3139,17,Mobile App,318.4,3.63
At-Risk,260,1,43.92,3479,0.5971,1,Mobile App,49.78,4.97
Window Shoppers,72,0,0,38386,0.9399,32,Tablet,0,4.37
Loyal Low-Spenders,18,16,32.35,8314,0.0774,7,Mobile App,534.78,4.87
Loyal Low-Spenders,25,13,30.9,8056,0.0079,2,Tablet,387.71,2.03
Loyal Low-Spenders,22,22,37.44,9394,0.0182,8,Mobile App,821.94,5.8
Loyal Low-Spenders,18,19,32.68,11536,0.0004,2,Mobile App,590.71,5.82
Loyal Low-Spenders,22,13,29.05,11346,0.0296,5,Web,364.11,4.66
At-Risk,278,2,42.99,5768,0.4339,2,Web,67.39,6.19
At-Risk,251,0,52.69,4162,0.4438,0,Mobile App,0,3.4
At-Risk,261,0,49.32,3727,0.4851,1,Mobile App,0,1.7
Champions,10,27,224.52,7261,0.0506,2,Mobile App,5585.95,8.1
At-Risk,292,0,62.01,,0.5012,1,Mobile App,0,8.95
At-Risk,270,0,58.06,5207,0.4334,2,Web,0,5.42
At-Risk,256,0,46.9,5473,0.398,3,Mobile App,0,4.59
Champions,3,23,203.08,6217,0.0011,1,Web,4323.87,3.18
Window Shoppers,86,0,0,37559,0.9932,29,Web,0,4.89
Potential High-Value,68,3,303.88,28096,0.2403,6,Web,861.65,9.35
Window Shoppers,74,0,0,37145,0.9389,24,Web,0,6.21
At-Risk,270,0,66.63,4797,0.4188,3,Web,0,3.41
At-Risk,299,1,51.34,2337,,0,Tablet,48.68,7.7
Potential High-Value,59,1,303.95,19715,0.3519,24,Mobile App,302.25,4.54
At-Risk,263,3,49.26,5653,0.7296,2,Web,158.2,2.67
Window Shoppers,88,0,0,37223,0.9319,21,Web,0,8.35
Loyal Low-Spenders,21,9,31.04,11863,0.0992,5,Web,261.92,6.78
At-Risk,271,1,46.76,3821,0.4645,0,Mobile App,51.33,6.79
Champions,9,23,208.97,,0.0096,1,Mobile App,4665.29,3.12
Window Shoppers,81,0,0,37200,0.9646,25,Mobile App,0,4.66
Window Shoppers,113,0,0,34650,0.9747,32,Web,0,5.89
Window Shoppers,62,0,0,41381,0.9804,23,Web,0,2.7
Champions,10,28,188.33,9588,0.0062,1,Mobile App,4884.25,3.58
Window Shoppers,123,0,0,36755,0.9556,19,Mobile App,0,3.74
Loyal Low-Spenders,24,20,23.11,9713,0.0055,5,Mobile App,527.54,4.95
Potential High-Value,57,3,322.81,21656,0.2967,25,Mobile App,1081.14,5.11
Champions,6,30,205.29,5732,0.0002,1,Mobile App,7342.71,3.69
At-Risk,273,1,41.01,4643,0.5241,3,Web,40.72,4.86
At-Risk,299,0,48.7,3279,0.3999,1,Web,0,6.81
Loyal Low-Spenders,20,15,30.36,7025,0.0057,1,Web,487.82,4.33
Loyal Low-Spenders,18,17,27.65,7115,0.0048,6,Mobile App,496.75,6.97
Potential High-Value,67,2,255.9,,0.4709,17,Web,553.49,3.07
Window Shoppers,72,0,0,33121,0.9485,24,Web,0,4.04
Window Shoppers,95,0,0,33432,0.9815,24,Web,0,4.83
At-Risk,271,0,58.56,,0.515,5,Tablet,0,7.86
Champions,10,28,234.57,7064,0.0023,2,Mobile App,6998.26,5.56
Potential High-Value,47,1,260.42,21903,0.3586,6,Web,285.57,2.65
Champions,11,25,213.3,8599,0.0038,6,Mobile App,4690.38,4.3
Potential High-Value,66,1,277.77,20942,0.3268,19,Web,337.03,2.09
Champions,6,31,212.67,8027,0.0068,3,Web,5821.34,8.55
At-Risk,279,0,47.15,4237,0.5399,0,Web,0,6.04
Potential High-Value,45,2,296.88,21042,0.3915,16,Web,577.85,3.07
Potential High-Value,49,2,303.28,24527,0.2312,16,Web,652.56,8.3
At-Risk,269,2,56.32,5948,,2,Mobile App,114.84,4.81
Window Shoppers,89,0,0,32807,0.8331,17,Mobile App,0,4.61
Window Shoppers,78,0,0,36052,0.9486,27,Web,0,3.96
Loyal Low-Spenders,20,18,29.35,9821,0.0411,3,Web,580.17,0.9
Champions,9,31,222.46,4903,0.0265,4,Web,6076.92,5.26
At-Risk,257,1,46.9,7233,0.5419,1,Mobile App,48.45,4.15
Window Shoppers,96,0,0,,0.8643,24,Mobile App,0,5.95
Potential High-Value,59,1,329.08,21369,0.2953,16,Mobile App,289.91,
Loyal Low-Spenders,22,19,33.4,12268,0.0069,3,Web,686.11,6.6
At-Risk,269,0,56.86,5480,0.5781,1,Mobile App,0,10
Loyal Low-Spenders,21,21,32.43,10582,0.0131,3,Mobile App,658.9,5.03
At-Risk,254,2,52.78,3288,0.5279,1,Tablet,103.49,4.59
Loyal Low-Spenders,20,14,29.33,6840,0.0584,4,Web,413.44,7.1
Champions,10,30,210.36,5357,0,1,Web,6544.9,2.83
Loyal Low-Spenders,22,19,28.68,7999,0.0223,6,Web,601.63,3.88
Window Shoppers,95,0,0,32941,0.9438,26,Mobile App,0,5.08
At-Risk,266,1,57.87,2979,0.4309,0,Web,58.38,0
Loyal Low-Spenders,17,15,34.51,10672,0.0295,5,Web,534.64,6.94
At-Risk,228,3,52.6,4458,0.4634,4,Web,132.16,3.2
Window Shoppers,83,0,0,37299,0.9924,25,Web,0,2.22
At-Risk,251,1,54.57,5212,0.4136,2,Mobile App,61.5,3.6
Loyal Low-Spenders,17,14,38.55,11409,0.0107,3,Mobile App,467.95,4.79
At-Risk,272,0,46.06,3103,0.3974,2,Mobile App,0,6.57
Potential High-Value,55,2,290.92,24677,0.4309,15,Web,610.89,3.52
Loyal Low-Spenders,19,15,31.57,8888,0.0467,2,Mobile App,388.25,3.71
Loyal Low-Spenders,17,12,25.95,9965,0.013,3,Mobile App,333.89,8.18
At-Risk,265,0,40.51,3446,0.5885,1,Web,0,3.74
Loyal Low-Spenders,21,11,28.04,9022,0.0146,5,Web,348.57,4.99
Window Shoppers,87,0,0,37806,0.9515,23,Web,0,5.76
Champions,5,25,210.74,7802,0.0024,3,Web,5290.18,3.3
Champions,7,16,199.55,8136,0.0046,3,Web,2725.35,8.39
Potential High-Value,58,2,319.37,20324,,19,Web,685.42,5.17
Champions,9,24,227.85,7855,0.0591,1,Web,5647.23,4.6
Window Shoppers,76,1,6.69,37877,0.9181,28,Web,6.88,9.24
Champions,6,27,227.25,7054,0.0024,1,Web,6092.02,3.29
Potential High-Value,44,3,347.48,23839,0.3419,11,Web,1056.8,0.99
Potential High-Value,54,4,266.29,24965,0.3359,16,Web,1017.3,4.6
Loyal Low-Spenders,22,16,25.36,7340,,1,Web,363.01,6.44
Window Shoppers,91,0,0,32093,0.9585,17,Mobile App,0,2.27
Window Shoppers,82,0,0,38468,0.9876,23,Web,0,4.22
Potential High-Value,65,2,306.81,25100,0.4607,13,Web,660.83,1.63
At-Risk,271,2,43.6,4056,0.5151,4,Mobile App,97.11,4.94
Champions,9,25,204.64,7377,0.0068,6,Web,6056.11,2.84
Window Shoppers,71,0,0,38281,0.9382,18,Web,0,3.01
Champions,5,16,201.9,7834,0.0069,4,Mobile App,3256.48,9.6
Champions,5,31,237.69,6315,0.0005,4,Mobile App,7627.44,4.55
At-Risk,242,1,58.54,3695,0.5877,2,Mobile App,53.4,4.09
Window Shoppers,88,0,0,36151,0.9356,27,Mobile App,0,4.54
Potential High-Value,65,3,282.39,23355,0.281,16,Web,988.51,6.71
At-Risk,265,0,62.12,5973,0.5403,2,Tablet,0,2.69
Loyal Low-Spenders,19,18,28.69,8701,0.0032,4,Web,427.53,5.98
Window Shoppers,92,0,0,34153,0.9815,18,Web,0,5.96
Window Shoppers,82,0,0,32022,0.8651,20,Web,0,4.94
Loyal Low-Spenders,20,16,34.51,9599,0.0014,4,Web,609.12,2.83
Loyal Low-Spenders,19,20,25.75,6842,0.0372,4,Web,523.55,4.1
At-Risk,281,0,53.19,4368,0.5885,2,Mobile App,0,5.7
Window Shoppers,87,0,0,35112,0.9078,30,Mobile App,0,3.14
Window Shoppers,57,0,0,31527,0.9549,22,Web,0,4.99
Window Shoppers,51,0,0,32775,0.9782,28,Mobile App,0,8.55
Window Shoppers,85,0,0,28944,0.8938,20,Mobile App,0,4.61
Champions,8,26,199,6085,0.0014,2,Tablet,4976.27,8.95
Window Shoppers,100,1,9.75,36955,0.9911,22,Mobile App,8.68,7.54
Loyal Low-Spenders,22,20,30.55,6793,0.056,5,Web,585.03,6.38
Potential High-Value,55,1,274.59,20614,0.1976,13,Mobile App,268.29,3.98
Loyal Low-Spenders,19,16,30.94,9382,0.0626,4,Web,439.6,3.53
At-Risk,268,0,41.63,,0.4479,5,Mobile App,0,2.68
Potential High-Value,55,1,323.64,24224,0.1744,16,Tablet,292.44,3.38
At-Risk,290,0,47.76,3529,0.5774,1,Web,0,5.02
Champions,8,15,207.56,7601,0.0256,2,Mobile App,2588.53,5.65
Window Shoppers,78,0,0,35751,0.9613,22,Web,0,2.99
Loyal Low-Spenders,18,15,33.41,7463,0.0261,2,Web,503.85,4.13
At-Risk,291,1,43.08,4047,0.3033,2,Web,41.65,6.19
Potential High-Value,60,1,356.45,23411,0.259,7,Web,465.78,5.65
At-Risk,294,0,52.31,4614,0.544,1,Mobile App,0,5.63
Window Shoppers,90,0,0,33134,,27,Mobile App,0,4.46
Champions,6,27,231.19,6193,0.0091,2,Tablet,5711.05,3.75
At-Risk,254,1,52.98,3150,0.438,3,Mobile App,58.66,4.31
Window Shoppers,77,0,0,32209,0.9719,25,Web,0,9.49
Potential High-Value,52,1,268.07,21070,0.4424,12,Web,274.65,7.91
Loyal Low-Spenders,20,10,25.85,10051,0.0681,3,Web,247.48,4.44
Window Shoppers,89,0,0,35124,0.912,19,Mobile App,0,4.6
Window Shoppers,59,0,0,35214,0.9602,26,Mobile App,0,5.08
At-Risk,228,1,40.33,4787,0.6073,1,Web,46.48,7.97
Loyal Low-Spenders,22,16,32.97,8231,0.0047,5,Mobile App,585.78,1.73
Window Shoppers,74,0,0,34928,0.9778,24,Mobile App,0,5.87
At-Risk,276,1,59.55,3547,0.3639,0,Web,63.96,1.95
Champions,6,21,199.16,6703,0.0078,3,Web,3418.84,1.54
At-Risk,260,1,49.61,3946,0.5938,2,Tablet,43.57,6.62
Champions,6,24,197.21,7760,0.0007,3,Mobile App,5107.2,8.05
Champions,9,24,199.37,7417,0.0005,2,Web,5375.03,6.33
Potential High-Value,53,1,273.25,24606,0.2935,17,Mobile App,263.26,4.23
Champions,8,25,235.19,6110,0.0062,1,Mobile App,5899.38,2.56
Champions,8,21,198.44,,0.0126,3,Tablet,4188.85,8.28
At-Risk,238,2,43.93,5508,0.3848,1,Mobile App,87.44,5.95
Window Shoppers,65,0,0,33307,0.9501,17,Web,0,4.43
Window Shoppers,75,0,0,34376,0.919,32,Mobile App,0,2.89
Champions,3,25,208.34,8092,0.0004,2,Mobile App,4911,4.37
At-Risk,259,1,61.72,,0.4086,2,Web,57.84,6.66
At-Risk,280,1,49.15,4624,0.5312,4,Mobile App,42.35,5.44
Window Shoppers,83,0,0,35989,0.9534,33,Mobile App,0,4.91
Potential High-Value,46,4,324.24,22466,0.3398,20,Mobile App,1316.07,5.51
Potential High-Value,44,3,308.77,21729,0.2963,12,Web,873.03,2.9
At-Risk,268,1,50.59,5419,0.377,2,Web,48.83,5.06
At-Risk,267,1,73.72,2944,0.39,0,Mobile App,63.82,4.48
Champions,7,25,226.54,5361,0.0328,3,Web,5313.71,4.2
Window Shoppers,69,0,0,31463,0.9215,23,Mobile App,0,
Loyal Low-Spenders,20,13,30.82,8819,0.0522,1,Mobile App,441.89,3.84
Loyal Low-Spenders,21,12,34.47,9889,0.044,2,Mobile App,435.62,5.66
Loyal Low-Spenders,17,22,28.21,10158,0.0079,2,Mobile App,634.12,6.22
Loyal Low-Spenders,24,21,31.67,10039,0.0078,3,Web,715.89,10
Loyal Low-Spenders,12,17,31.53,9458,0.0545,4,Mobile App,534.15,4.83
Loyal Low-Spenders,17,20,30.73,10360,0.0053,2,Web,608.27,4.59
Potential High-Value,50,1,316.83,25017,0.3992,17,Web,358.44,1.67
Window Shoppers,84,0,0,33648,0.9579,25,Mobile App,0,2.33
Window Shoppers,80,0,0,39754,0.9571,33,Web,0,4.57
At-Risk,266,1,63.96,5549,0.4167,0,Web,57.95,4.61
Loyal Low-Spenders,22,18,27.91,8693,0.0016,3,Tablet,496.45,5.57
Champions,14,19,212.54,7307,0.0323,1,Mobile App,4321.06,3
Loyal Low-Spenders,17,13,30.21,7351,0.0025,5,Web,375.8,7.94
Champions,8,24,207.52,6891,0.0064,5,Mobile App,5579.66,9.24
Loyal Low-Spenders,20,18,27.47,7575,0.0399,6,Web,528.12,4.56
Champions,8,19,201.36,6324,0.0001,1,Web,3398.44,6.04
Potential High-Value,62,1,260.18,21514,0.4154,9,Web,306.8,2.1
Loyal Low-Spenders,19,16,29.95,7674,0.0186,3,Web,476.09,7.8
Window Shoppers,75,0,0,39651,0.9517,29,Mobile App,0,1.77
Potential High-Value,63,2,331.05,25125,0.302,15,Web,617.1,4.14
Loyal Low-Spenders,17,17,32.2,8846,0.0505,3,Web,573.58,4.27
Potential High-Value,78,5,322.96,23009,0.3915,11,Web,1637.59,10
Window Shoppers,100,0,0,38834,0.9778,28,Web,0,3.49
Window Shoppers,71,0,0,,0.7978,23,Mobile App,0,5.39
Champions,9,32,189.91,6046,0.0055,6,Web,5903.42,6.2
Champions,7,24,202.57,7931,0.0011,3,Web,4901.21,6.21
Potential High-Value,53,1,341.14,21719,0.3581,16,Web,360.03,2.7
Loyal Low-Spenders,23,23,32.8,7980,0.0248,2,Mobile App,878.15,1.96
Window Shoppers,102,0,0,34201,0.9579,17,Mobile App,0,
Window Shoppers,65,0,0,32963,0.9478,21,Web,0,3.78
